"first_img"	"inquisition_img"	"doc_date"	"parish"	"the_deceased"	"given"	"surname"	"gender"	"verdict"	"cause_of_death"	"deceased_additional_info"	"has_depositions"	"lonlives_url"	"lonlives_document_ref"	"source"
"WACWIC652360199"	"WACWIC652360200"	"1796-04-21"	"St George Hanover Square"	"Frances Gardner"	"Frances"	"Gardner"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360199"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360209"	"WACWIC652360210"	"1796-04-27"	"St George Hanover Square"	"Charles Robe"	"Charles"	"Robe"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360209"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360218"	"WACWIC652360219"	"1796-05-06"	"St George Hanover Square"	"Thomas Scarman"	"Thomas"	"Scarman"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360218"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360229"	"WACWIC652360230"	"1796-05-09"	"St George Hanover Square"	"James Murchy"	"James"	"Murchy"	"m"	"suicide (insane)"	"cut his throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360229"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360238"	"WACWIC652360239"	"1796-05-21"	"St Paul Covent Garden"	"Robert Benson"	"Robert"	"Benson"	"m"	"suicide (delirious)"	"threw himself from the top of a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360238"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360247"	"WACWIC652360248"	"1796-05-01"	"St James"	"Unnamed female child"	""	""	"f"	"homicide"	"suffocated"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360247"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360258"	"WACWIC652360259"	"1796-05-27"	"St James"	"Charles T P  Townshend"	"Charles T P "	"Townshend"	"m"	"undetermined"	"found shot"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360258"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360273"	"WACWIC652360274"	"1796-06-03"	"St Martin in the Fields"	"- de Montcroc de Laval"	"-"	"de Montcroc de Laval"	"m"	"homicide"	"stabbed in the throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360273"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360290"	"WACWIC652360291"	"1796-06-06"	"St George Hanover Square"	"John Lee"	"John"	"Lee"	"m"	"accidental"	"run over by a coach"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360290"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360300"	"WACWIC652360301"	"1796-06-07"	"St Margaret"	"Thomas Coombes"	"Thomas"	"Coombes"	"m"	"accidental"	"fell from a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360300"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360311"	"WACWIC652360312"	"1796-06-20"	"St Martin in the Fields"	"Unnamed female child"	""	""	"f"	"undetermined"	"found dead"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360311"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360321"	"WACWIC652360322"	"1796-06-27"	"St George Hanover Square"	"John Jenkins"	"John"	"Jenkins"	"m"	"natural causes"	"a fit"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360321"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360329"	"WACWIC652360330"	"1796-06-27"	"St Clement Danes"	"- Burgess"	"-"	"Burgess"	"f"	"accidental"	"crushed by a falling house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360329"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360344"	"WACWIC652360345"	"1796-06-07"	"St Clement Danes"	"- Deal"	"-"	"Deal"	"f"	"accidental"	"crushed by a falling house"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652360344"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360346"	"WACWIC652360347"	"1796-06-07"	"St Clement Danes"	"- Moore"	"-"	"Moore"	"f"	"accidental"	"crushed by a falling house"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652360346"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360348"	"WACWIC652360349"	"1796-06-07"	"St Clement Danes"	"Unnamed man"	""	""	"m"	"accidental"	"crushed by a falling house"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652360348"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360350"	"WACWIC652360351"	"1796-06-07"	"St Clement Danes"	"- Bruffell"	"-"	"Bruffell"	"m"	"accidental"	"crushed by a falling house"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652360350"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360352"	"WACWIC652360353"	"1796-06-07"	"St Clement Danes"	"John Mills"	"John"	"Mills"	"m"	"accidental"	"crushed by a falling house"	"child"	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652360352"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360354"	"WACWIC652360355"	"1796-06-07"	"St Clement Danes"	"Mary Mills"	"Mary"	"Mills"	"f"	"accidental"	"crushed by a falling house"	"child"	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652360354"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360356"	"WACWIC652360357"	"1796-07-04"	"St Martin in the Fields"	"Unnamed man"	""	""	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360356"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360366"	"WACWIC652360367"	"1796-07-04"	"St George Hanover Square"	"Anne Smith"	"Anne"	"Smith"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360366"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360376"	"WACWIC652360377"	"1796-07-04"	"St Martin in the Fields"	"Betty Mc.Kenzie"	"Betty"	"Mc.Kenzie"	"f"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360376"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360385"	"WACWIC652360386"	"1796-07-05"	"St Margaret"	"James Campbell"	"James"	"Campbell"	"m"	"accidental"	"fell from a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360385"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360394"	"WACWIC652360395"	"1796-07-05"	"St Margaret"	"Joseph Gwin"	"Joseph"	"Gwin"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360394"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360403"	"WACWIC652360404"	"1796-07-09"	"St George Hanover Square"	"Thomas Linch"	"Thomas"	"Linch"	"m"	"accidental"	"fell from a window"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360403"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360412"	"WACWIC652360413"	"1796-07-14"	"St George Hanover Square"	"Jane Davis"	"Jane"	"Davis"	"f"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360412"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360423"	"WACWIC652360424"	"1796-07-14"	"St Margaret"	"George Piper"	"George"	"Piper"	"m"	"accidental"	"fell from a collapsing scaffold"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360423"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360432"	"WACWIC652360433"	"1796-07-18"	"St George Hanover Square"	"Joseph Jacques"	"Joseph"	"Jacques"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360432"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360440"	"WACWIC652360441"	"1796-07-21"	"St Martin in the Fields"	"James Stacey"	"James"	"Stacey"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360440"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360448"	"WACWIC652360449"	"1796-08-01"	"St George Hanover Square"	"Elizabeth palmer"	"Elizabeth"	"palmer"	"f"	"suicide (insane)"	"cut her throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360448"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360457"	"WACWIC652360458"	"1796-08-02"	"St John the Evangelist"	"James Butler"	"James"	"Butler"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360457"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360465"	"WACWIC652360466"	"1796-08-13"	"St Paul Covent Garden"	"Mary Ann White"	"Mary Ann"	"White"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360465"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360474"	"WACWIC652360475"	"1796-08-22"	"St Martin in the Fields"	"Richard Lane"	"Richard"	"Lane"	"m"	"natural causes"	"died suddenly"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360474"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360483"	"WACWIC652360484"	"1796-08-23"	"St Paul Covent Garden"	"William Fauntleroy Carpenter"	"William Fauntleroy"	"Carpenter"	"m"	"homicide"	"shot with a gun"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360483"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360497"	"WACWIC652360498"	"1796-08-24"	"St George Hanover Square"	"Thomas Yates"	"Thomas"	"Yates"	"m"	"homicide"	"shot with a gun"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360497"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360517"	"WACWIC652360518"	"1796-08-26"	"St Margaret"	"William Lett"	"William"	"Lett"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360517"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360526"	"WACWIC652360527"	"1796-08-29"	"St James"	"Henry Wilkinson"	"Henry"	"Wilkinson"	"m"	"accidental"	"burnt"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360526"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360535"	"WACWIC652360536"	"1796-08-31"	"St Margaret"	"Thomas Devilhill"	"Thomas"	"Devilhill"	"m"	"natural causes"	"small pox"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360535"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360545"	"WACWIC652360546"	"1796-09-01"	"St Martin in the Fields"	"Mary Goodger"	"Mary"	"Goodger"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360545"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360555"	"WACWIC652360556"	"1796-09-03"	"St George Hanover Square"	"John Bowles"	"John"	"Bowles"	"m"	"accidental"	"fell from a window"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360555"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360565"	"WACWIC652360566"	"1796-09-17"	"St Martin in the Fields"	"John Gray"	"John"	"Gray"	"m"	"homicide"	"unintentionally poisoned"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360565"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360578"	"WACWIC652360579"	"1796-09-17"	"St George Hanover Square"	"Sarah Molliere"	"Sarah"	"Molliere"	"m"	"suicide (insane)"	"drowned herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360578"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360587"	"WACWIC652360588"	"1796-09-19"	"St George Hanover Square"	"Patience Banfield"	"Patience"	"Banfield"	"f"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360587"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360596"	"WACWIC652360597"	"1796-09-20"	"St Martin in the Fields"	"Unnamed female child"	""	""	"f"	"accidental"	"suffocated in a turn-up bed"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360596"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360604"	"WACWIC652360605"	"1796-10-03"	"St Martin in the Fields"	"Lucy Wilson"	"Lucy"	"Wilson"	"f"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360604"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360613"	"WACWIC652360614"	"1796-10-07"	"St John the Evangelist"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360613"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360622"	"WACWIC652360623"	"1796-10-14"	"St George Hanover Square"	"Ambrose Heane"	"Ambrose"	"Heane"	"m"	"suicide (insane)"	"cut his throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360622"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360633"	"WACWIC652360634"	"1796-10-18"	"St Martin in the Fields"	"Thomas Temple"	"Thomas"	"Temple"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360633"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360642"	"WACWIC652360643"	"1796-10-25"	"St Martin in the Fields"	"John Day"	"John"	"Day"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360642"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360651"	"WACWIC652360652"	"1796-10-31"	"St Mary le Strand"	"John Holloway"	"John"	"Holloway"	"m"	"accidental"	"fell over banisters"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360651"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360661"	"WACWIC652360662"	"1796-10-31"	"St George Hanover Square"	"Sarah Ticer"	"Sarah"	"Ticer"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360661"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360670"	"WACWIC652360672"	"1796-11-12"	"St Paul Covent Garden"	"William Gunter"	"William"	"Gunter"	"m"	"natural causes"	"an asthma"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360670"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360680"	"WACWIC652360681"	"1796-11-14"	"St James"	"Charles Pollard"	"Charles"	"Pollard"	"m"	"accidental"	"fell from a landing place at the top of a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360680"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360689"	"WACWIC652360690"	"1796-11-14"	"St James"	"Robert Carnagy"	"Robert"	"Carnagy"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360689"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360694"	"WACWIC652360695"	"1796-11-28"	"St Margaret"	"Robert Gosling"	"Robert"	"Gosling"	"m"	"natural causes"	"apoplectic fit"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360694"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360704"	"WACWIC652360705"	"1796-12-02"	"St Margaret"	"William Matthew"	"William"	"Matthew"	"m"	"natural causes"	""	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360704"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360713"	"WACWIC652360714"	"1796-12-05"	"St Margaret"	"William Grant"	"William"	"Grant"	"m"	"accidental"	"drowned"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652360713"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360715"	"WACWIC652360716"	"1796-12-05"	"St Margaret"	"- Robinson"	"-"	"Robinson"	"m"	"accidental"	"drowned"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652360715"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360717"	"WACWIC652360718"	"1796-12-05"	"St Margaret"	"Francis. Munden"	"Francis."	"Munden"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360717"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360726"	"WACWIC652360727"	"1796-12-06"	"St Margaret"	"Robert Matthew Leeson"	"Robert Matthew"	"Leeson"	"m"	"accidental"	"killed by a cart wheel"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360726"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360736"	"WACWIC652360737"	"1796-12-07"	"St George Hanover Square"	"Unnamed man"	""	""	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360736"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360744"	"WACWIC652360745"	"1796-12-07"	"St Clement Danes"	"William pardoe"	"William"	"pardoe"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360744"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360753"	"WACWIC652360754"	"1796-12-08"	"St Clement Danes"	"Elizabeth Leigh"	"Elizabeth"	"Leigh"	"f"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360753"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360761"	"WACWIC652360762"	"1796-12-20"	"St Anne Soho"	"Richard Phillips"	"Richard"	"Phillips"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360761"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652360772"	"WACWIC652360773"	"1796-12-28"	"St George Hanover Square"	"Thomas Williams"	"Thomas"	"Williams"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652360772"	"WACWIC65236"	"Westminster Coroners' Inquests, 1796, Westminster Abbey Muniment Room"
"WACWIC652370002"	"WACWIC652370003"	"1797-01-09"	"St Margaret"	"Mary Fortune"	"Mary"	"Fortune"	"f"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370002"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370010"	"WACWIC652370011"	"1797-01-17"	"St George Hanover Square"	"Francis Halford"	"Francis"	"Halford"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370010"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370021"	"WACWIC652370022"	"1797-01-19"	"St Paul Covent Garden"	"Grace Charter"	"Grace"	"Charter"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370021"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370031"	"WACWIC652370032"	"1797-01-19"	"St James"	"Unnamed male child"	""	""	"m"	"natural causes"	"still born"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370031"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370040"	"WACWIC652370041"	"1797-01-20"	"St George Hanover Square"	"Jane Brooke Lacon"	"Jane Brooke"	"Lacon"	"f"	"accidental"	"burnt"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370040"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370046"	"WACWIC652370047"	"1797-01-20"	"St George Hanover Square"	"Charles Bates"	"Charles"	"Bates"	"m"	"accidental"	"burnt"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370046"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370056"	"WACWIC652370057"	"1797-01-21"	"St Martin in the Fields"	"Peter Cockrane"	"Peter"	"Cockrane"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370056"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370064"	"WACWIC652370065"	"1797-01-24"	"St George Hanover Square"	"Sarah Bell"	"Sarah"	"Bell"	"f"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370064"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370074"	"WACWIC652370075"	"1797-01-24"	"St George Hanover Square"	"Mary Danby"	"Mary"	"Danby"	"f"	"accidental"	"burnt"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370074"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370084"	"WACWIC652370085"	"1797-02-02"	"St George Hanover Square"	"Joseph Leyton"	"Joseph"	"Leyton"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370084"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370094"	"WACWIC652370095"	"1797-02-03"	"St Margaret"	"- Frederick"	"-"	"Frederick"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370094"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370108"	"WACWIC652370109"	"1797-02-09"	"St Margaret"	"Richard Mackey"	"Richard"	"Mackey"	"m"	"accidental"	"fell when a scaffold collapsed"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370108"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370117"	"WACWIC652370118"	"1797-02-20"	"St Anne Soho"	"Humphris Jones"	"Humphris"	"Jones"	"m"	"natural causes"	"apoplectic fit"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370117"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370125"	"WACWIC652370126"	"1797-02-27"	"St Martin in the Fields"	"George Jackson"	"George"	"Jackson"	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370125"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370135"	"WACWIC652370136"	"1797-03-01"	"St Martin in the Fields"	"Unnamed female child"	""	""	"f"	"natural causes"	"still born"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370135"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370144"	"WACWIC652370145"	"1797-03-04"	"St Martin in the Fields"	"Richard Wynne"	"Richard"	"Wynne"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370144"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370152"	"WACWIC652370153"	"1797-03-06"	"St Martin in the Fields"	"Martha Morgan"	"Martha"	"Morgan"	"f"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370152"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370162"	"WACWIC652370163"	"1797-03-09"	"St Martin in the Fields"	"Unnamed male child"	""	""	"m"	"natural causes"	"still born"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370162"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
"WACWIC652370176"	"WACWIC652370177"	"1797-03-27"	"St Martin in the Fields"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652370176"	"WACWIC65237"	"Westminster Coroners' Inquests, 1797, Westminster Abbey Muniment Room"
